EID	massfeature_rows	str_row_ion	compounds	compound_names
E105	row529;row534	row529_M+H+Na[2+];row534_M+Na[1+]	C00712;C01712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid$(9E)-Octadecenoic acid; 9-Octadecenoic acid, (E)-; (E)-Oleic acid; D9-trans-Octadecenoic acid; 9-trans-Octadecenoic acid; trans-D9-Octadecenoic acid; trans-9-Octadecenoic acid; trans-Elaidic acid; trans-Oleic acid; Elaidic acid; Acide elaidique; Elaidinsaure
E107	row1089;row529;row597;row744	row1089_M+H2O+H[1+];row529_M+H[1+];row597_M-H2O+H[1+];row744_M-CO+H[1+]	C11409;C02452;C00964;C02759	(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol$
E108	row1448	row1448_M+Na[1+]	C05947	L-erythro-4-Hydroxyglutamate
E112	row1806	row1806_M-H2O+H[1+]	C08261	
E117	row1007;row1075;row1092;row982	row1007_M-H2O+H[1+];row1075_M(C13)+H[1+];row1092_M+H[1+];row982_M-H4O2+H[1+]	C06427;C06426	(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid
E121	row73	row73_M-H2O+H[1+]	CE1556	N-acetyl-L-asparagine
E125	row440	row440_M-H2O+H[1+]	CE5022;CE5842;CE5835	$13'-hydroxy-alpha-tocopherol$
E130	row1917	row1917_M-H2O+H[1+]	C00249	Hexadecanoic acid; Hexadecanoate; Hexadecylic acid; Palmitic acid; Palmitate; Cetylic acid
E132	row1550;row168	row1550_M+K[1+];row168_M+Na[1+]	C03758	Dopamine; 4-(2-Aminoethyl)-1,2-benzenediol; 4-(2-Aminoethyl)benzene-1,2-diol; 3,4-Dihydroxyphenethylamine; 2-(3,4-Dihydroxyphenyl)ethylamine
E135	row1483;row1952	row1483_M+H[1+];row1952_M(C13)+H[1+]	C02846;C05332	N,N-Dimethylaniline; Dimethylaminobenzene; N,N-Dimethylbenzenamine$Phenethylamine; 2-Phenylethylamine; beta-Phenylethylamine; Phenylethylamine
E141	row305;row340	row305_M-H4O2+H[1+];row340_M+Na[1+]	C11135;ahandrostanglc;C11136;andrstrnglc;5adtststeroneglc	Androsterone glucuronide; Androsterone 3-glucuronide$Etiocholan-3alpha-ol-17-one 3-glucuronide$Etiocholan-3alpha-ol-17-one 3-glucuronide$androsterone glucuronide$5alpha-Dihydrotestosterone glucuronide
E143	row1334	row1334_M-H2O+H[1+]	lnlccrn;lneldccrn	Linoleyl carnitine$Linoelaidyl carnitine
E145	row759	row759_M+H[1+]	C04598	2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine
E146	row231	row231_M+H[1+]	C02990	L-Palmitoylcarnitine
E152	row166	row166_M+H[1+]	elaidcrn;vacccrn;odecrn	Elaidic carnitine$Vaccenyl carnitine$octadecenoyl carnitine
E155	row295	row295_M+H[1+]	C00486	Bilirubin
E157	row503;row543;row561	row503_M+H+Na[2+];row543_M+H[1+];row561_M-H2O+H[1+]	C00712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid
E158	row329	row329_M-H2O+H[1+]	C00762;C01780	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa$Aldosterone; 11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al
E165	row479	row479_M+H[1+]	lnlccrn;lneldccrn	Linoleyl carnitine$Linoelaidyl carnitine
E169	row1250	row1250_M+Na[1+]	C01530	Octadecanoic acid; Stearate; Stearic acid
E171	row437;row574;row657	row437_M[1+];row574_M+H[1+];row657_M(C13)+H[1+]	C02477	alpha-Tocopherol; Vitamin E
E173	row2023	row2023_M+Na[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E177	row1192;row1231;row494	row1192_M+H[1+];row1231_M(C13)+H[1+];row494_M[1+]	eicostetcrn;arachdcrn	Eicosatetranoyl carnitine$C20:4 carnitine
E179	row485;row591	row485_M+Na[1+];row591_M(C13)+2H[2+]	CE0328;crvnc	$cervonic acid, C22:6 n-3
E183	row1743	row1743_M-H2O+H[1+]	CE5840;CE5838	$
E190	row1325	row1325_M+Na[1+]	C00777;C15493	Retinoate; Retinoic acid; Vitamin A acid; all-trans-Retinoate; Acide retinoique (French) (DSL); Tretinoine (French) (EINECS); 3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ECL); (all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid; beta-Retinoic acid; AGN 100335; all-(E)-Retinoic acid; all-trans-beta-Retinoic acid; all-trans-Retinoic acid; all-trans-Tretinoin; all-trans-Vitamin A acid; Ro 1-5488; trans-Retinoic acid; Tretin M; all-trans-Vitamin A1 acid$9-cis-Retinoic acid
E195	row1693;row2169	row1693_M+Na[1+];row2169_M-HCOOH+H[1+]	C11174;C11526	1-Diphosinositol pentakisphosphate; D-myo-Inositol, 2,3,4,5,6-pentakis(dihydrogen phosphate) 1-(trihydrogen diphosphate); Diphospho-myo-inositol pentakisphosphate$5-PP-InsP5; 5-Diphosphoinositol pentakisphosphate
E198	row2177	row2177_M+Na[1+]	C00756	1-Octanol
E199	row1598	row1598_M-H2O+H[1+]	C02442;C03711	N-Methyltyramine$N-Methylphenylethanolamine
E203	row555	row555_M+Na[1+]	C03087	5-Acetamidopentanoate
E206	row1226	row1226_M+H[1+]	C14762;C14826;C14825	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid
E209	row1236;row1250	row1236_M(C13)+H[1+];row1250_M+H[1+]	C03242	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate
E211	row184	row184_M+Na[1+]	C03078	4-Guanidinobutanamide
E213	row377;row529;row534;row663;row950	row377_M(C13)+H[1+];row529_M+2H[2+];row534_M+H[1+];row663_M-H4O2+H[1+];row950_M-H2O+H[1+]	C00219	(5Z,8Z,11Z,14Z)-Icosatetraenoic acid; Arachidonate; Arachidonic acid; cis-5,8,11,14-Eicosatetraenoic acid
E225	row487	row487_M+H[1+]	C14814;C14782;C04741;C04843;C05959;C00639	11,14,15-THETA; 11,14,15-Trihydroxyicosatrienoic acid; (5Z,8Z,12E)-11,14,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,12E)-11,14,15-Trihydroxyicosa-5,8,12-trienoic acid$11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid$Alprostadil; Prostaglandin E1; (13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate$(5Z,9E,14Z)-(8xi,11xi,12S)-8,11,12-Trihydroxyicosa-5,9,14-trienoate; (5Z,9E,14Z)-(8xi,11xi,12S)-8,11,12-Trihydroxyicosa-5,9,14-trienoic acid; Trioxilin A3$11-epi-Prostaglandin F2alpha; 11-epi-Prostaglandin F2a; 11-epi-PGF2alpha; 11-epi-PGF2a$Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583
E234	row1551	row1551_M-H2O+H[1+]	C04520;C11555;C04477;C01272	1D-myo-Inositol 3,4,5,6-tetrakisphosphate; D-myo-Inositol 3,4,5,6-tetrakisphosphate; Inositol 3,4,5,6-tetrakisphosphate$1D-myo-Inositol 1,4,5,6-tetrakisphosphate; D-myo-Inositol 1,4,5,6-tetrakisphosphate; Inositol 1,4,5,6-tetrakisphosphate$1D-myo-Inositol 1,3,4,6-tetrakisphosphate; D-myo-Inositol 1,3,4,6-tetrakisphosphate; Inositol 1,3,4,6-tetrakisphosphate$1D-myo-Inositol 1,3,4,5-tetrakisphosphate; D-myo-Inositol 1,3,4,5-tetrakisphosphate; Inositol 1,3,4,5-tetrakisphosphate
E244	row1019	row1019_M+Na[1+]	CE2243;CE5151;C03595	trans-eicos-2-enoyl-CoA$11-cis-eicosenoyl-CoA$8,11,14-Eicosatrienoyl-CoA; 8,11,14-Icosatrienoyl-CoA; (8Z,11Z,14Z)-Icosatrienoyl-CoA
E249	row1417	row1417_M+H[1+]	pcrn	propionyl-carnitine
E250	row574	row574_M-H2O+H[1+]	CE5021	
E253	row2081	row2081_M+Na[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E255	row1730;row2021	row1730_M+H[1+];row2021_M(C13)+H[1+]	C04230	1-Acyl-sn-glycero-3-phosphocholine; 1-Acyl-sn-glycerol-3-phosphocholine; alpha-Acylglycerophosphocholine; 2-Lysolecithin; 2-Lysophosphatidylcholine; 1-Acylglycerophosphocholine
E256	row1922	row1922_M+Na[1+]	C04654;C00696;C00427;C02198;C06315;C06314;C04853;C04671;C01312;C00584	(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate$(5Z,13E)-(15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate; Prostaglandin D2$Prostaglandin H2; (5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate$Thromboxane A2; (5Z,13E)-(15S)-9alpha,11alpha-Epoxy-15-hydroxythromboxa-5,13-dienoate; (5Z,9alpha,11alpha,13E,15S)-9,11-Epoxy-15-hydroxythromboxa-5,13-dien-1-oic acid$Lipoxin B4; LXB4; 5S,14R,15S-Trihydroxy-6E,8Z,10E,12E-eicosatetraenoic acid; (6E,8Z,10E,12E)-(5S,14R,15S)-Trihydroxyicosa-6,8,10,12-tetraenoic acid$Lipoxin A4; LXA4; 5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid; (7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-tetraenoic acid$20-OH-Leukotriene B4; 20-OH-LTB4; 20-Hydroxy-leukotriene B4; (6Z,8E,10E,14Z)-(5S,12R)-5,12,20-Trihydroxyeicosa-6,8,10,14-tetraenoate; (6Z,8E,10E,14Z)-(5S,12R)-5,12,20-Trihydroxyicosa-6,8,10,14-tetraenoate$(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate$Prostaglandin I2; (5Z,13E)-(15S)-6,9alpha-Epoxy-11alpha,15-dihydroxyprosta-5,13-dienoate; Prostacyclin; PGI2; Epoprostenol$Prostaglandin E2; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate; Dinoprostone
E257	row1189;row47	row1189_M(C13)+H[1+];row47_M+H[1+]	C02838	L-Octanoylcarnitine
E258	row856	row856_M+H[1+]	CE5560	glycolithocholate
E259	row635	row635_M+Na[1+]	C03242	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate
E262	row553;row559	row553_M(C13)+H[1+];row559_M+H[1+]	C04230	1-Acyl-sn-glycero-3-phosphocholine; 1-Acyl-sn-glycerol-3-phosphocholine; alpha-Acylglycerophosphocholine; 2-Lysolecithin; 2-Lysophosphatidylcholine; 1-Acylglycerophosphocholine
E266	row1777	row1777_M+H[1+]	C00262	Hypoxanthine; Purine-6-ol
E267	row613	row613_M-H2O+H[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E283	row1526;row1555;row1712	row1526_M+H2O+H[1+];row1555_M+H[1+];row1712_M(C13)+H[1+]	CE4980	Prostaglandin PGE2 glyceryl ester
E286	row1211	row1211_M+H[1+]	CE2102	lipoyllysine
E287	row1497	row1497_M-H2O+H[1+]	C00670	sn-glycero-3-Phosphocholine; Glycerophosphocholine
E290	row1932	row1932_M+H[1+]	C03748;CE1353;CE5888	16alpha-Hydroxyprogesterone; 16-alpha-Hydroxyprogesterone$6beta-hydroxyprogesterone$2beta-hydroxyprogesterone
E294	row736;row747	row736_M+H[1+];row747_M+Na[1+]	C06428;C02075;CE5932;CE5013	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid; Eicosapentaenoic acid; 5,8,11,14,17-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate$Retinyl ester; all-trans-Retinyl ester$13,14-epoxy-retinol$
E296	row618	row618_M+H[1+]	C04317	1-Organyl-2-lyso-sn-glycero-3-phosphocholine; 1-Radyl-2-lyso-sn-glycero-3-phosphocholine; 1-Alkyl-2-lyso-sn-glycero-3-phosphocholine; 1-Alkyl-sn-glycero-3-phosphocholine
E300	row159	row159_M+H[1+]	C04814;C02477	4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol$alpha-Tocopherol; Vitamin E
E301	row77;row85	row77_M(C13)+H[1+];row85_M+H[1+]	C00500	Biliverdin; Biliverdin IXalpha
E303	row1706	row1706_M-H2O+H[1+]	C13856	2-Arachidonoylglycerol; 2-Arachidonoyl-sn-glycerol
E304	row1372;row600;row648;row767	row1372_M-H4O2+H[1+];row600_M+H[1+];row648_M(C13)+H[1+];row767_M-H2O+H[1+]	C01530	Octadecanoic acid; Stearate; Stearic acid
E307	row1471;row1537;row757	row1471_M+Na[1+];row1537_M+H[1+];row757_M-H2O+H[1+]	C06124	Sphingosine 1-phosphate; Sphing-4-enine 1-phosphate
E315	row1616;row1932	row1616_M-H4O2+H[1+];row1932_M-H2O+H[1+]	C05487;C05475;C05478	17alpha,21-Dihydroxypregnenolone$11beta,21-Dihydroxy-5beta-pregnane-3,20-dione; 5beta-Pregnane-11beta,21-diol-3,20-dione$3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione; 5beta-Pregnane-3alpha,21-diol-11,20-dione
E319	row761	row761_M-H2O+H[1+]	C02373	4-Methylpentanal; Isocaproaldehyde; Isohexanal
E321	row325	row325_M+Na[1+]	C14765;CE5526;CE5527	13-OxoODE; 13-KODE; (9Z,11E)-13-Oxooctadeca-9,11-dienoic acid$$
E323	row2100;row2130;row2168;row2222	row2100_M+Na[1+];row2130_M+H[1+];row2168_M-H2O+H[1+];row2222_M-H4O2+H[1+]	C08261	
E324	row281	row281_M-H2O+H[1+]	C01753;CE2314;C15915	Sitosterol; beta-Sitosterol$4,4-dimethylcholesta-8(9)-en-3beta-ol$4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol
E326	row738	row738_M+Na[1+]	CE5079	1alpha-hydroxy-23-carboxy-24,25,26,27-tetranorvitamin D3
E334	row184;row208;row215	row184_M(C13)+H[1+];row208_M-HCOOH+H[1+];row215_M+H[1+]	C00079;CE2172	L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid$
E337	row215	row215_M-H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E339	row1154;row658;row690	row1154_M+H[1+];row658_M-NH3+H[1+];row690_M-HCOOH+H[1+]	C00078;C00525	L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid$D-Tryptophan
E349	row104;row188	row104_M+H[1+];row188_M(C13)+H[1+]	C00500	Biliverdin; Biliverdin IXalpha
E351	row16	row16_M-H2O+H[1+]	C01753;CE2314;C15915	Sitosterol; beta-Sitosterol$4,4-dimethylcholesta-8(9)-en-3beta-ol$4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol
E353	row1200	row1200_M+H[1+]	CE5708	15-oxo-Prostaglandin E2 glyceryl ester
E357	row1035;row575;row868;row997	row1035_M+H[1+];row575_M-HCOOH+H[1+];row868_M-H2O+H[1+];row997_M-H4O2+H[1+]	CE2006;CE6506	$
E360	row159	row159_M-H2O+H[1+]	CE5021	
E370	row462	row462_M+H[1+]	C17337;CE2206;CE2203	$24-oxo-1alpha,25-dihydroxyvitamin D3$25-hydroxyvitamin D3-26,23-lactol
E376	row299	row299_M+Na[1+]	C00299	Uridine
E377	row1426;row1700	row1426_M[1+];row1700_M+H[1+]	CE3140	
E383	row27;row48	row27_M+Na[1+];row48_M+H[1+]	C00431;C00183;C00719	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine; 2-Amino-3-methylbutyric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate
E389	row661	row661_M-H2O+H[1+]	C01789;C08825	Campesterol$Lophenol; 4-Methylcholest-7-en-3-ol; 4alpha-Methyl-5alpha-cholest-7-en-3beta-ol
E394	row2126	row2126_M+Na[1+]	C01045;C01042;C05520	N-Formyl-L-glutamate$N-Acetyl-L-aspartate$2-Amino-3-oxoadipate; 2-Amino-3-oxohexanedioic acid
E395	row1019	row1019_M-H2O+H[1+]	CE4844	3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA
E402	row345;row384	row345_M-H2O+H[1+];row384_M-H4O2+H[1+]	C04373;C03917;C04295;C05293;C00523	3alpha-Hydroxy-5beta-androstan-17-one; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one$17beta-Hydroxyandrostan-3-one; 5alpha-Dihydrotestosterone; Androstanolone; 17beta-Hydroxy-5alpha-androstan-3-one$Androst-5-ene-3beta,17beta-diol; 3beta,17beta-Dihydroxyandrost-5-ene; 3beta,17beta-Dihydroxy-5-androstene; Androstenediol$5beta-Dihydrotestosterone$Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one
E403	row421;row503;row523;row808	row421_M(C13)+H[1+];row503_M+H[1+];row523_M-H2O+H[1+];row808_M+H2O+H[1+]	C11409;C02452;C00964;C02759	(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol$
E408	row1370	row1370_M+Na[1+]	CE5707	11-hydroxyeicosatetraenoate glyceryl ester
E411	row24	row24_M+H[1+]	CE7074	13'-hydroxy-gama-tocotrienol
E425	row504	row504_M-H2O+H[1+]	CE5794	neuromedin B
E427	row1881	row1881_M+Na[1+]	CE2890	dynorphin A (6-8)
E428	row411;row435;row915	row411_M(C13)+H[1+];row435_M+H[1+];row915_M+Na[1+]	C06429	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid
E436	row1880	row1880_M+H[1+]	C01120	Sphinganine 1-phosphate; Dihydrosphingosine 1-phosphate
E438	row1616	row1616_M+Na[1+]	C04373;C03917;C04295;C05293;C00523	3alpha-Hydroxy-5beta-androstan-17-one; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one$17beta-Hydroxyandrostan-3-one; 5alpha-Dihydrotestosterone; Androstanolone; 17beta-Hydroxy-5alpha-androstan-3-one$Androst-5-ene-3beta,17beta-diol; 3beta,17beta-Dihydroxyandrost-5-ene; 3beta,17beta-Dihydroxy-5-androstene; Androstenediol$5beta-Dihydrotestosterone$Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one
E448	row1189;row795	row1189_M+H[1+];row795_M-H2O+H[1+]	C00535;dhea;C03772;C00674;C01227	Testosterone; 17beta-Hydroxy-4-androsten-3-one$Dehydroepiandrosterone$5beta-Androstane-3,17-dione$5alpha-Androstane-3,17-dione; Androstanedione$3beta-Hydroxyandrost-5-en-17-one; Dehydroepiandrosterone; Dehydroisoandrosterone; DHA; DHEA
